time,road_id,traffic_flow,prompt,target
"DatetimeIndex(['2024-01-02 06:00:00', '2024-01-02 07:00:00',
               '2024-01-02 08:00:00', '2024-01-02 09:00:00',
               '2024-01-02 10:00:00', '2024-01-02 11:00:00',
               '2024-01-02 12:00:00', '2024-01-02 13:00:00',
               '2024-01-02 14:00:00', '2024-01-02 15:00:00',
               '2024-01-02 16:00:00', '2024-01-02 17:00:00',
               '2024-01-02 18:00:00', '2024-01-02 19:00:00',
               '2024-01-02 20:00:00', '2024-01-02 21:00:00',
               '2024-01-02 22:00:00', '2024-01-02 23:00:00',
               '2024-01-03 00:00:00', '2024-01-03 01:00:00',
               '2024-01-03 02:00:00', '2024-01-03 03:00:00',
               '2024-01-03 04:00:00', '2024-01-03 05:00:00'],
              dtype='datetime64[ns]', freq='h')",A1,"[141.63802199964084, 148.10521168629458, 145.98112780063028, 145.56967425845104, 156.43489593709432, 165.06792274695286, 163.4852421794804, 166.95123592852397, 161.53702684428922, 149.5869788624407, 142.2581830600303, 146.76819979867594, 134.05707596216226, 129.19536436261018, 119.4862619609673, 123.45139827312549, 118.23802757843902, 118.15807627255728, 113.49183612237212, 119.81737567966607, 119.82513511356282, 128.1289744959342, 131.00613135460333, 143.2382957422323]","已知过去24小时交通流量为：[141.63802199964084, 148.10521168629458, 145.98112780063028, 145.56967425845104, 156.43489593709432, 165.06792274695286, 163.4852421794804, 166.95123592852397, 161.53702684428922, 149.5869788624407, 142.2581830600303, 146.76819979867594, 134.05707596216226, 129.19536436261018, 119.4862619609673, 123.45139827312549, 118.23802757843902, 118.15807627255728, 113.49183612237212, 119.81737567966607, 119.82513511356282, 128.1289744959342, 131.00613135460333, 143.2382957422323]，预测未来6小时流量为：","141, 155, 150, 124, 118, 138"
"DatetimeIndex(['2024-01-02 07:00:00', '2024-01-02 08:00:00',
               '2024-01-02 09:00:00', '2024-01-02 10:00:00',
               '2024-01-02 11:00:00', '2024-01-02 12:00:00',
               '2024-01-02 13:00:00', '2024-01-02 14:00:00',
               '2024-01-02 15:00:00', '2024-01-02 16:00:00',
               '2024-01-02 17:00:00', '2024-01-02 18:00:00',
               '2024-01-02 19:00:00', '2024-01-02 20:00:00',
               '2024-01-02 21:00:00', '2024-01-02 22:00:00',
               '2024-01-02 23:00:00', '2024-01-03 00:00:00',
               '2024-01-03 01:00:00', '2024-01-03 02:00:00',
               '2024-01-03 03:00:00', '2024-01-03 04:00:00',
               '2024-01-03 05:00:00', '2024-01-03 06:00:00'],
              dtype='datetime64[ns]', freq='h')",A1,"[131.1298151890294, 130.6723621745882, 141.66690631790226, 142.24866580285473, 145.22561454583067, 143.98888668876793, 145.69868076219308, 137.2687221909429, 153.81254979042518, 141.6396625823178, 134.02230162779253, 140.1619347360166, 129.5107339131696, 123.65535895687512, 121.66875005893358, 113.78926316902692, 111.35203666817416, 111.08060867213611, 117.37871708329065, 112.59933391696414, 108.51191572375926, 120.35322772254108, 134.0474176291579, 130.2482939767559]","已知过去24小时交通流量为：[131.1298151890294, 130.6723621745882, 141.66690631790226, 142.24866580285473, 145.22561454583067, 143.98888668876793, 145.69868076219308, 137.2687221909429, 153.81254979042518, 141.6396625823178, 134.02230162779253, 140.1619347360166, 129.5107339131696, 123.65535895687512, 121.66875005893358, 113.78926316902692, 111.35203666817416, 111.08060867213611, 117.37871708329065, 112.59933391696414, 108.51191572375926, 120.35322772254108, 134.0474176291579, 130.2482939767559]，预测未来6小时流量为：","125, 156, 142, 122, 113, 131"
"DatetimeIndex(['2024-01-02 08:00:00', '2024-01-02 09:00:00',
               '2024-01-02 10:00:00', '2024-01-02 11:00:00',
               '2024-01-02 12:00:00', '2024-01-02 13:00:00',
               '2024-01-02 14:00:00', '2024-01-02 15:00:00',
               '2024-01-02 16:00:00', '2024-01-02 17:00:00',
               '2024-01-02 18:00:00', '2024-01-02 19:00:00',
               '2024-01-02 20:00:00', '2024-01-02 21:00:00',
               '2024-01-02 22:00:00', '2024-01-02 23:00:00',
               '2024-01-03 00:00:00', '2024-01-03 01:00:00',
               '2024-01-03 02:00:00', '2024-01-03 03:00:00',
               '2024-01-03 04:00:00', '2024-01-03 05:00:00',
               '2024-01-03 06:00:00', '2024-01-03 07:00:00'],
              dtype='datetime64[ns]', freq='h')",B2,"[105.24349208028013, 104.08506460008225, 108.73721764734356, 106.61737948660291, 119.36651749900162, 119.44077915415548, 133.88002986905155, 115.76029118826624, 122.5936817227157, 117.45482766276257, 116.08538266606267, 110.96075255069168, 100.0784424359583, 92.96574315796896, 80.96551519150084, 77.02997177834679, 73.14468639074228, 82.56540352827942, 80.28471132184183, 83.01622807437758, 87.77044800066241, 89.31938302768528, 100.5195063768424, 93.25107424168851]","已知过去24小时交通流量为：[105.24349208028013, 104.08506460008225, 108.73721764734356, 106.61737948660291, 119.36651749900162, 119.44077915415548, 133.88002986905155, 115.76029118826624, 122.5936817227157, 117.45482766276257, 116.08538266606267, 110.96075255069168, 100.0784424359583, 92.96574315796896, 80.96551519150084, 77.02997177834679, 73.14468639074228, 82.56540352827942, 80.28471132184183, 83.01622807437758, 87.77044800066241, 89.31938302768528, 100.5195063768424, 93.25107424168851]，预测未来6小时流量为：","96, 121, 113, 92, 86, 98"
"DatetimeIndex(['2024-01-02 09:00:00', '2024-01-02 10:00:00',
               '2024-01-02 11:00:00', '2024-01-02 12:00:00',
               '2024-01-02 13:00:00', '2024-01-02 14:00:00',
               '2024-01-02 15:00:00', '2024-01-02 16:00:00',
               '2024-01-02 17:00:00', '2024-01-02 18:00:00',
               '2024-01-02 19:00:00', '2024-01-02 20:00:00',
               '2024-01-02 21:00:00', '2024-01-02 22:00:00',
               '2024-01-02 23:00:00', '2024-01-03 00:00:00',
               '2024-01-03 01:00:00', '2024-01-03 02:00:00',
               '2024-01-03 03:00:00', '2024-01-03 04:00:00',
               '2024-01-03 05:00:00', '2024-01-03 06:00:00',
               '2024-01-03 07:00:00', '2024-01-03 08:00:00'],
              dtype='datetime64[ns]', freq='h')",A1,"[62.22510203069607, 54.453652165779985, 70.3705259255082, 77.22304052850849, 79.5614619866037, 79.05186217167018, 76.04100573701973, 74.42336822000459, 69.66866444556351, 70.32167020744653, 67.84075455443276, 47.17629979805784, 57.84325097234154, 54.9189852017974, 49.56215073894984, 39.38738104950255, 42.11026852619052, 31.802033702492842, 39.276279604240955, 40.03527490150232, 43.506760342342105, 35.82101889789308, 48.620116735274, 55.078496943684755]","已知过去24小时交通流量为：[62.22510203069607, 54.453652165779985, 70.3705259255082, 77.22304052850849, 79.5614619866037, 79.05186217167018, 76.04100573701973, 74.42336822000459, 69.66866444556351, 70.32167020744653, 67.84075455443276, 47.17629979805784, 57.84325097234154, 54.9189852017974, 49.56215073894984, 39.38738104950255, 42.11026852619052, 31.802033702492842, 39.276279604240955, 40.03527490150232, 43.506760342342105, 35.82101889789308, 48.620116735274, 55.078496943684755]，预测未来6小时流量为：","59, 75, 65, 48, 37, 58"
"DatetimeIndex(['2024-01-02 10:00:00', '2024-01-02 11:00:00',
               '2024-01-02 12:00:00', '2024-01-02 13:00:00',
               '2024-01-02 14:00:00', '2024-01-02 15:00:00',
               '2024-01-02 16:00:00', '2024-01-02 17:00:00',
               '2024-01-02 18:00:00', '2024-01-02 19:00:00',
               '2024-01-02 20:00:00', '2024-01-02 21:00:00',
               '2024-01-02 22:00:00', '2024-01-02 23:00:00',
               '2024-01-03 00:00:00', '2024-01-03 01:00:00',
               '2024-01-03 02:00:00', '2024-01-03 03:00:00',
               '2024-01-03 04:00:00', '2024-01-03 05:00:00',
               '2024-01-03 06:00:00', '2024-01-03 07:00:00',
               '2024-01-03 08:00:00', '2024-01-03 09:00:00'],
              dtype='datetime64[ns]', freq='h')",B2,"[78.6840485303248, 82.6293091956357, 86.55760195589728, 97.39336585235353, 87.87991512812548, 93.82215178199118, 100.06999053376452, 97.96898364032751, 90.57971015324566, 92.32585012933542, 82.17917547729657, 79.90669477357086, 74.02470859212485, 65.6521367364808, 58.61853158123915, 68.51711087908791, 57.72008923767815, 53.68030097813762, 61.7123649419872, 60.617083558404914, 65.30000399046116, 70.10599993512386, 65.52680915791255, 69.83373766184285]","已知过去24小时交通流量为：[78.6840485303248, 82.6293091956357, 86.55760195589728, 97.39336585235353, 87.87991512812548, 93.82215178199118, 100.06999053376452, 97.96898364032751, 90.57971015324566, 92.32585012933542, 82.17917547729657, 79.90669477357086, 74.02470859212485, 65.6521367364808, 58.61853158123915, 68.51711087908791, 57.72008923767815, 53.68030097813762, 61.7123649419872, 60.617083558404914, 65.30000399046116, 70.10599993512386, 65.52680915791255, 69.83373766184285]，预测未来6小时流量为：","61, 100, 89, 69, 53, 84"
"DatetimeIndex(['2024-01-02 11:00:00', '2024-01-02 12:00:00',
               '2024-01-02 13:00:00', '2024-01-02 14:00:00',
               '2024-01-02 15:00:00', '2024-01-02 16:00:00',
               '2024-01-02 17:00:00', '2024-01-02 18:00:00',
               '2024-01-02 19:00:00', '2024-01-02 20:00:00',
               '2024-01-02 21:00:00', '2024-01-02 22:00:00',
               '2024-01-02 23:00:00', '2024-01-03 00:00:00',
               '2024-01-03 01:00:00', '2024-01-03 02:00:00',
               '2024-01-03 03:00:00', '2024-01-03 04:00:00',
               '2024-01-03 05:00:00', '2024-01-03 06:00:00',
               '2024-01-03 07:00:00', '2024-01-03 08:00:00',
               '2024-01-03 09:00:00', '2024-01-03 10:00:00'],
              dtype='datetime64[ns]', freq='h')",C3,"[72.51334263087196, 71.66581855614682, 77.50608764089712, 83.39879912304147, 88.08006881467479, 95.79665593349443, 84.83133274268809, 82.8931083412576, 81.96110343273529, 76.6294500522704, 69.77336506773484, 65.35278105786246, 70.2212517187531, 53.56183158567501, 49.988716752846464, 46.75367345885367, 50.49589572770015, 51.8534657747922, 50.93527761372651, 53.65404829566183, 46.281257980294214, 52.18619841493946, 61.048910613834984, 68.76901813242844]","已知过去24小时交通流量为：[72.51334263087196, 71.66581855614682, 77.50608764089712, 83.39879912304147, 88.08006881467479, 95.79665593349443, 84.83133274268809, 82.8931083412576, 81.96110343273529, 76.6294500522704, 69.77336506773484, 65.35278105786246, 70.2212517187531, 53.56183158567501, 49.988716752846464, 46.75367345885367, 50.49589572770015, 51.8534657747922, 50.93527761372651, 53.65404829566183, 46.281257980294214, 52.18619841493946, 61.048910613834984, 68.76901813242844]，预测未来6小时流量为：","67, 82, 81, 52, 58, 58"
"DatetimeIndex(['2024-01-02 12:00:00', '2024-01-02 13:00:00',
               '2024-01-02 14:00:00', '2024-01-02 15:00:00',
               '2024-01-02 16:00:00', '2024-01-02 17:00:00',
               '2024-01-02 18:00:00', '2024-01-02 19:00:00',
               '2024-01-02 20:00:00', '2024-01-02 21:00:00',
               '2024-01-02 22:00:00', '2024-01-02 23:00:00',
               '2024-01-03 00:00:00', '2024-01-03 01:00:00',
               '2024-01-03 02:00:00', '2024-01-03 03:00:00',
               '2024-01-03 04:00:00', '2024-01-03 05:00:00',
               '2024-01-03 06:00:00', '2024-01-03 07:00:00',
               '2024-01-03 08:00:00', '2024-01-03 09:00:00',
               '2024-01-03 10:00:00', '2024-01-03 11:00:00'],
              dtype='datetime64[ns]', freq='h')",B2,"[188.97085234281323, 193.4893000247963, 188.95496346953894, 201.68751003728735, 197.5055089665916, 209.77445696042773, 195.31005009477641, 194.72086319098744, 201.0588399989266, 200.6091000012362, 199.69793514794114, 192.57982149186807, 178.4640758144903, 174.83527294524836, 168.36655142993916, 166.88696965405117, 159.20766721820476, 162.42236170671254, 159.31291495245705, 163.14441905824535, 176.33769600217292, 177.0608873977917, 186.8933403057945, 184.75178800664628]","已知过去24小时交通流量为：[188.97085234281323, 193.4893000247963, 188.95496346953894, 201.68751003728735, 197.5055089665916, 209.77445696042773, 195.31005009477641, 194.72086319098744, 201.0588399989266, 200.6091000012362, 199.69793514794114, 192.57982149186807, 178.4640758144903, 174.83527294524836, 168.36655142993916, 166.88696965405117, 159.20766721820476, 162.42236170671254, 159.31291495245705, 163.14441905824535, 176.33769600217292, 177.0608873977917, 186.8933403057945, 184.75178800664628]，预测未来6小时流量为：","178, 198, 201, 180, 172, 196"
"DatetimeIndex(['2024-01-02 13:00:00', '2024-01-02 14:00:00',
               '2024-01-02 15:00:00', '2024-01-02 16:00:00',
               '2024-01-02 17:00:00', '2024-01-02 18:00:00',
               '2024-01-02 19:00:00', '2024-01-02 20:00:00',
               '2024-01-02 21:00:00', '2024-01-02 22:00:00',
               '2024-01-02 23:00:00', '2024-01-03 00:00:00',
               '2024-01-03 01:00:00', '2024-01-03 02:00:00',
               '2024-01-03 03:00:00', '2024-01-03 04:00:00',
               '2024-01-03 05:00:00', '2024-01-03 06:00:00',
               '2024-01-03 07:00:00', '2024-01-03 08:00:00',
               '2024-01-03 09:00:00', '2024-01-03 10:00:00',
               '2024-01-03 11:00:00', '2024-01-03 12:00:00'],
              dtype='datetime64[ns]', freq='h')",B2,"[119.67660067635401, 131.39125285507666, 132.83510374136742, 134.57766907318899, 130.76317851189594, 136.22478950189662, 142.2811514932262, 139.80350369846576, 130.62437590722206, 133.95002411616463, 131.6179984896557, 120.49989436543609, 115.72538398746539, 111.08203596648431, 110.09761463584066, 105.41257106558182, 103.26231555638597, 104.04815649411192, 97.20394897739374, 97.11947527797544, 96.81991849153354, 104.00998196663714, 112.12536415681576, 117.4899597529523]","已知过去24小时交通流量为：[119.67660067635401, 131.39125285507666, 132.83510374136742, 134.57766907318899, 130.76317851189594, 136.22478950189662, 142.2811514932262, 139.80350369846576, 130.62437590722206, 133.95002411616463, 131.6179984896557, 120.49989436543609, 115.72538398746539, 111.08203596648431, 110.09761463584066, 105.41257106558182, 103.26231555638597, 104.04815649411192, 97.20394897739374, 97.11947527797544, 96.81991849153354, 104.00998196663714, 112.12536415681576, 117.4899597529523]，预测未来6小时流量为：","126, 140, 123, 115, 99, 123"
"DatetimeIndex(['2024-01-02 14:00:00', '2024-01-02 15:00:00',
               '2024-01-02 16:00:00', '2024-01-02 17:00:00',
               '2024-01-02 18:00:00', '2024-01-02 19:00:00',
               '2024-01-02 20:00:00', '2024-01-02 21:00:00',
               '2024-01-02 22:00:00', '2024-01-02 23:00:00',
               '2024-01-03 00:00:00', '2024-01-03 01:00:00',
               '2024-01-03 02:00:00', '2024-01-03 03:00:00',
               '2024-01-03 04:00:00', '2024-01-03 05:00:00',
               '2024-01-03 06:00:00', '2024-01-03 07:00:00',
               '2024-01-03 08:00:00', '2024-01-03 09:00:00',
               '2024-01-03 10:00:00', '2024-01-03 11:00:00',
               '2024-01-03 12:00:00', '2024-01-03 13:00:00'],
              dtype='datetime64[ns]', freq='h')",C3,"[176.37677855116462, 181.9002206112814, 186.34807694808956, 190.70234016584155, 199.853083729347, 190.81612968352903, 194.36998978847643, 194.36891522767976, 195.99486063046015, 198.2092585257005, 184.72179694707182, 191.33609872940875, 179.46559505708302, 174.7864276933335, 160.70255489332672, 163.14263352557379, 161.94081121637052, 150.45270762720267, 155.73738855106768, 158.655126897945, 155.75102422815814, 170.83204540345355, 178.16844568905375, 185.3769722534728]","已知过去24小时交通流量为：[176.37677855116462, 181.9002206112814, 186.34807694808956, 190.70234016584155, 199.853083729347, 190.81612968352903, 194.36998978847643, 194.36891522767976, 195.99486063046015, 198.2092585257005, 184.72179694707182, 191.33609872940875, 179.46559505708302, 174.7864276933335, 160.70255489332672, 163.14263352557379, 161.94081121637052, 150.45270762720267, 155.73738855106768, 158.655126897945, 155.75102422815814, 170.83204540345355, 178.16844568905375, 185.3769722534728]，预测未来6小时流量为：","177, 197, 197, 165, 159, 173"
"DatetimeIndex(['2024-01-02 15:00:00', '2024-01-02 16:00:00',
               '2024-01-02 17:00:00', '2024-01-02 18:00:00',
               '2024-01-02 19:00:00', '2024-01-02 20:00:00',
               '2024-01-02 21:00:00', '2024-01-02 22:00:00',
               '2024-01-02 23:00:00', '2024-01-03 00:00:00',
               '2024-01-03 01:00:00', '2024-01-03 02:00:00',
               '2024-01-03 03:00:00', '2024-01-03 04:00:00',
               '2024-01-03 05:00:00', '2024-01-03 06:00:00',
               '2024-01-03 07:00:00', '2024-01-03 08:00:00',
               '2024-01-03 09:00:00', '2024-01-03 10:00:00',
               '2024-01-03 11:00:00', '2024-01-03 12:00:00',
               '2024-01-03 13:00:00', '2024-01-03 14:00:00'],
              dtype='datetime64[ns]', freq='h')",A1,"[166.11497424099264, 182.89106431315363, 182.7973749176732, 191.14640665900757, 192.05046215009088, 191.70816558447612, 187.55832364832554, 188.81945214974516, 187.35578800491942, 176.42118750431396, 177.90608552841877, 180.11835190187634, 165.2736404559045, 161.59126666624454, 152.5969702631098, 155.78680445311676, 144.20039868088517, 151.7968025415969, 138.4288935842227, 152.7870239088727, 169.61724833826577, 172.1944002328119, 162.7661423327245, 177.15471635141242]","已知过去24小时交通流量为：[166.11497424099264, 182.89106431315363, 182.7973749176732, 191.14640665900757, 192.05046215009088, 191.70816558447612, 187.55832364832554, 188.81945214974516, 187.35578800491942, 176.42118750431396, 177.90608552841877, 180.11835190187634, 165.2736404559045, 161.59126666624454, 152.5969702631098, 155.78680445311676, 144.20039868088517, 151.7968025415969, 138.4288935842227, 152.7870239088727, 169.61724833826577, 172.1944002328119, 162.7661423327245, 177.15471635141242]，预测未来6小时流量为：","176, 195, 178, 162, 159, 180"
"DatetimeIndex(['2024-01-02 16:00:00', '2024-01-02 17:00:00',
               '2024-01-02 18:00:00', '2024-01-02 19:00:00',
               '2024-01-02 20:00:00', '2024-01-02 21:00:00',
               '2024-01-02 22:00:00', '2024-01-02 23:00:00',
               '2024-01-03 00:00:00', '2024-01-03 01:00:00',
               '2024-01-03 02:00:00', '2024-01-03 03:00:00',
               '2024-01-03 04:00:00', '2024-01-03 05:00:00',
               '2024-01-03 06:00:00', '2024-01-03 07:00:00',
               '2024-01-03 08:00:00', '2024-01-03 09:00:00',
               '2024-01-03 10:00:00', '2024-01-03 11:00:00',
               '2024-01-03 12:00:00', '2024-01-03 13:00:00',
               '2024-01-03 14:00:00', '2024-01-03 15:00:00'],
              dtype='datetime64[ns]', freq='h')",C3,"[188.43166658639186, 187.64730053354424, 196.73903851676283, 191.55396330681288, 201.7538019471544, 210.48979653586886, 195.94774015259298, 202.81474435878414, 205.28769958849347, 196.4218090933229, 199.78202573612086, 191.51968721367115, 177.3648291690297, 180.78021934851333, 172.36063248151297, 169.30097474193028, 162.88726389226144, 160.68422319950756, 165.51057678701233, 160.0205508547723, 174.90225640003698, 165.35603927909227, 184.84707617646256, 188.02545671994312]","已知过去24小时交通流量为：[188.43166658639186, 187.64730053354424, 196.73903851676283, 191.55396330681288, 201.7538019471544, 210.48979653586886, 195.94774015259298, 202.81474435878414, 205.28769958849347, 196.4218090933229, 199.78202573612086, 191.51968721367115, 177.3648291690297, 180.78021934851333, 172.36063248151297, 169.30097474193028, 162.88726389226144, 160.68422319950756, 165.51057678701233, 160.0205508547723, 174.90225640003698, 165.35603927909227, 184.84707617646256, 188.02545671994312]，预测未来6小时流量为：","179, 208, 198, 176, 166, 181"
"DatetimeIndex(['2024-01-02 17:00:00', '2024-01-02 18:00:00',
               '2024-01-02 19:00:00', '2024-01-02 20:00:00',
               '2024-01-02 21:00:00', '2024-01-02 22:00:00',
               '2024-01-02 23:00:00', '2024-01-03 00:00:00',
               '2024-01-03 01:00:00', '2024-01-03 02:00:00',
               '2024-01-03 03:00:00', '2024-01-03 04:00:00',
               '2024-01-03 05:00:00', '2024-01-03 06:00:00',
               '2024-01-03 07:00:00', '2024-01-03 08:00:00',
               '2024-01-03 09:00:00', '2024-01-03 10:00:00',
               '2024-01-03 11:00:00', '2024-01-03 12:00:00',
               '2024-01-03 13:00:00', '2024-01-03 14:00:00',
               '2024-01-03 15:00:00', '2024-01-03 16:00:00'],
              dtype='datetime64[ns]', freq='h')",C3,"[183.7805802098566, 188.85565112756592, 202.30969673514247, 201.95149742609735, 199.95948082324077, 202.6797840060356, 207.44327932138037, 210.2028769336123, 194.48197742968358, 192.53351233450087, 183.87510476335362, 195.70301559786873, 175.87797393919013, 179.54275807737176, 181.49555732179888, 164.48030185902772, 168.00145559363057, 166.2798640719521, 168.60357201758669, 166.93439612999958, 161.80090825518027, 178.47467286757575, 176.92490403059853, 184.6005632475478]","已知过去24小时交通流量为：[183.7805802098566, 188.85565112756592, 202.30969673514247, 201.95149742609735, 199.95948082324077, 202.6797840060356, 207.44327932138037, 210.2028769336123, 194.48197742968358, 192.53351233450087, 183.87510476335362, 195.70301559786873, 175.87797393919013, 179.54275807737176, 181.49555732179888, 164.48030185902772, 168.00145559363057, 166.2798640719521, 168.60357201758669, 166.93439612999958, 161.80090825518027, 178.47467286757575, 176.92490403059853, 184.6005632475478]，预测未来6小时流量为：","183, 207, 194, 162, 159, 186"
"DatetimeIndex(['2024-01-02 18:00:00', '2024-01-02 19:00:00',
               '2024-01-02 20:00:00', '2024-01-02 21:00:00',
               '2024-01-02 22:00:00', '2024-01-02 23:00:00',
               '2024-01-03 00:00:00', '2024-01-03 01:00:00',
               '2024-01-03 02:00:00', '2024-01-03 03:00:00',
               '2024-01-03 04:00:00', '2024-01-03 05:00:00',
               '2024-01-03 06:00:00', '2024-01-03 07:00:00',
               '2024-01-03 08:00:00', '2024-01-03 09:00:00',
               '2024-01-03 10:00:00', '2024-01-03 11:00:00',
               '2024-01-03 12:00:00', '2024-01-03 13:00:00',
               '2024-01-03 14:00:00', '2024-01-03 15:00:00',
               '2024-01-03 16:00:00', '2024-01-03 17:00:00'],
              dtype='datetime64[ns]', freq='h')",A1,"[164.54097588539165, 173.7786561681541, 172.24810549641697, 184.75481881156017, 187.0021155660661, 196.2709657477697, 181.36401384860363, 193.0007754602253, 189.29107377736779, 178.54310723620947, 186.3225728207671, 172.28260752608367, 167.42655052360632, 160.96227173446184, 160.78517425926356, 154.00140962595393, 153.92564086444676, 156.95091742354344, 137.2974108424714, 148.487038176496, 154.58952717890094, 161.51379063421467, 160.19505324434138, 171.66612303464862]","已知过去24小时交通流量为：[164.54097588539165, 173.7786561681541, 172.24810549641697, 184.75481881156017, 187.0021155660661, 196.2709657477697, 181.36401384860363, 193.0007754602253, 189.29107377736779, 178.54310723620947, 186.3225728207671, 172.28260752608367, 167.42655052360632, 160.96227173446184, 160.78517425926356, 154.00140962595393, 153.92564086444676, 156.95091742354344, 137.2974108424714, 148.487038176496, 154.58952717890094, 161.51379063421467, 160.19505324434138, 171.66612303464862]，预测未来6小时流量为：","162, 187, 183, 161, 152, 171"
"DatetimeIndex(['2024-01-02 19:00:00', '2024-01-02 20:00:00',
               '2024-01-02 21:00:00', '2024-01-02 22:00:00',
               '2024-01-02 23:00:00', '2024-01-03 00:00:00',
               '2024-01-03 01:00:00', '2024-01-03 02:00:00',
               '2024-01-03 03:00:00', '2024-01-03 04:00:00',
               '2024-01-03 05:00:00', '2024-01-03 06:00:00',
               '2024-01-03 07:00:00', '2024-01-03 08:00:00',
               '2024-01-03 09:00:00', '2024-01-03 10:00:00',
               '2024-01-03 11:00:00', '2024-01-03 12:00:00',
               '2024-01-03 13:00:00', '2024-01-03 14:00:00',
               '2024-01-03 15:00:00', '2024-01-03 16:00:00',
               '2024-01-03 17:00:00', '2024-01-03 18:00:00'],
              dtype='datetime64[ns]', freq='h')",A1,"[73.99431507541294, 87.1975947950171, 80.80949439114218, 99.30749050042918, 94.7705524244552, 98.5187310902788, 98.76324464017186, 103.90738073824517, 87.91656147646788, 93.02454213740863, 85.8122857561101, 69.51833693061162, 74.62207796213531, 67.40515694944472, 65.63908741153682, 60.070570718591604, 63.5207263416391, 55.916951153665366, 59.05456787740539, 52.77801429461677, 57.172401277430126, 65.27404417117468, 69.06054498094127, 69.05076371641859]","已知过去24小时交通流量为：[73.99431507541294, 87.1975947950171, 80.80949439114218, 99.30749050042918, 94.7705524244552, 98.5187310902788, 98.76324464017186, 103.90738073824517, 87.91656147646788, 93.02454213740863, 85.8122857561101, 69.51833693061162, 74.62207796213531, 67.40515694944472, 65.63908741153682, 60.070570718591604, 63.5207263416391, 55.916951153665366, 59.05456787740539, 52.77801429461677, 57.172401277430126, 65.27404417117468, 69.06054498094127, 69.05076371641859]，预测未来6小时流量为：","76, 94, 90, 61, 57, 73"
"DatetimeIndex(['2024-01-02 20:00:00', '2024-01-02 21:00:00',
               '2024-01-02 22:00:00', '2024-01-02 23:00:00',
               '2024-01-03 00:00:00', '2024-01-03 01:00:00',
               '2024-01-03 02:00:00', '2024-01-03 03:00:00',
               '2024-01-03 04:00:00', '2024-01-03 05:00:00',
               '2024-01-03 06:00:00', '2024-01-03 07:00:00',
               '2024-01-03 08:00:00', '2024-01-03 09:00:00',
               '2024-01-03 10:00:00', '2024-01-03 11:00:00',
               '2024-01-03 12:00:00', '2024-01-03 13:00:00',
               '2024-01-03 14:00:00', '2024-01-03 15:00:00',
               '2024-01-03 16:00:00', '2024-01-03 17:00:00',
               '2024-01-03 18:00:00', '2024-01-03 19:00:00'],
              dtype='datetime64[ns]', freq='h')",C3,"[180.22171124055922, 185.5303507681615, 196.37801223398498, 200.70979920092023, 211.91762880430497, 201.0247278343613, 198.1373058298682, 199.4459482371377, 205.90405590516139, 195.59723549766986, 199.28635768429913, 191.3049953559564, 188.30169212370234, 177.01377482892812, 166.7272134444677, 167.9205700581296, 160.77708691751252, 162.81626564626893, 168.64684275370178, 169.73853398209388, 168.08369192125923, 179.17550199729968, 181.9893857009577, 188.7097394898551]","已知过去24小时交通流量为：[180.22171124055922, 185.5303507681615, 196.37801223398498, 200.70979920092023, 211.91762880430497, 201.0247278343613, 198.1373058298682, 199.4459482371377, 205.90405590516139, 195.59723549766986, 199.28635768429913, 191.3049953559564, 188.30169212370234, 177.01377482892812, 166.7272134444677, 167.9205700581296, 160.77708691751252, 162.81626564626893, 168.64684275370178, 169.73853398209388, 168.08369192125923, 179.17550199729968, 181.9893857009577, 188.7097394898551]，预测未来6小时流量为：","187, 203, 198, 168, 170, 184"
"DatetimeIndex(['2024-01-02 21:00:00', '2024-01-02 22:00:00',
               '2024-01-02 23:00:00', '2024-01-03 00:00:00',
               '2024-01-03 01:00:00', '2024-01-03 02:00:00',
               '2024-01-03 03:00:00', '2024-01-03 04:00:00',
               '2024-01-03 05:00:00', '2024-01-03 06:00:00',
               '2024-01-03 07:00:00', '2024-01-03 08:00:00',
               '2024-01-03 09:00:00', '2024-01-03 10:00:00',
               '2024-01-03 11:00:00', '2024-01-03 12:00:00',
               '2024-01-03 13:00:00', '2024-01-03 14:00:00',
               '2024-01-03 15:00:00', '2024-01-03 16:00:00',
               '2024-01-03 17:00:00', '2024-01-03 18:00:00',
               '2024-01-03 19:00:00', '2024-01-03 20:00:00'],
              dtype='datetime64[ns]', freq='h')",A1,"[83.44849843881333, 79.67617163286567, 80.30174786763796, 86.16909718501078, 93.72085635235374, 90.74674682102203, 92.90307929190193, 88.11534285348267, 95.87040358426616, 78.0450105748299, 85.34945497792914, 73.07841622320295, 69.87966263560394, 59.350555735012804, 65.71098640273904, 59.00932548128574, 51.961921567872686, 58.81405273575079, 56.716441165366554, 53.20987182724329, 66.48815001653269, 55.71122344089541, 67.17025395471487, 78.6282643973821]","已知过去24小时交通流量为：[83.44849843881333, 79.67617163286567, 80.30174786763796, 86.16909718501078, 93.72085635235374, 90.74674682102203, 92.90307929190193, 88.11534285348267, 95.87040358426616, 78.0450105748299, 85.34945497792914, 73.07841622320295, 69.87966263560394, 59.350555735012804, 65.71098640273904, 59.00932548128574, 51.961921567872686, 58.81405273575079, 56.716441165366554, 53.20987182724329, 66.48815001653269, 55.71122344089541, 67.17025395471487, 78.6282643973821]，预测未来6小时流量为：","78, 92, 85, 60, 55, 75"
