time,road_id,traffic_flow,prompt,target
"DatetimeIndex(['2024-01-08 20:00:00', '2024-01-08 21:00:00',
               '2024-01-08 22:00:00', '2024-01-08 23:00:00',
               '2024-01-09 00:00:00', '2024-01-09 01:00:00',
               '2024-01-09 02:00:00', '2024-01-09 03:00:00',
               '2024-01-09 04:00:00', '2024-01-09 05:00:00',
               '2024-01-09 06:00:00', '2024-01-09 07:00:00',
               '2024-01-09 08:00:00', '2024-01-09 09:00:00',
               '2024-01-09 10:00:00', '2024-01-09 11:00:00',
               '2024-01-09 12:00:00', '2024-01-09 13:00:00',
               '2024-01-09 14:00:00', '2024-01-09 15:00:00',
               '2024-01-09 16:00:00', '2024-01-09 17:00:00',
               '2024-01-09 18:00:00', '2024-01-09 19:00:00'],
              dtype='datetime64[ns]', freq='h')",B2,"[73.92689727340118, 72.91587025217768, 81.0094587277611, 80.56446914694182, 85.98591812472199, 86.99952180437934, 82.81785024527451, 89.32247353355098, 82.22353767994181, 85.71360977910868, 73.64553870322155, 64.98489175849392, 70.97266856707773, 61.98188833832158, 56.928292170532885, 50.59806608569773, 53.13470910770854, 61.6966719344507, 43.953487461153806, 59.09598232915081, 50.911956213815216, 55.06883874075098, 63.99425635547077, 69.02019496648496]","已知过去24小时交通流量为：[73.92689727340118, 72.91587025217768, 81.0094587277611, 80.56446914694182, 85.98591812472199, 86.99952180437934, 82.81785024527451, 89.32247353355098, 82.22353767994181, 85.71360977910868, 73.64553870322155, 64.98489175849392, 70.97266856707773, 61.98188833832158, 56.928292170532885, 50.59806608569773, 53.13470910770854, 61.6966719344507, 43.953487461153806, 59.09598232915081, 50.911956213815216, 55.06883874075098, 63.99425635547077, 69.02019496648496]，预测未来6小时流量为：","61, 86, 82, 61, 50, 68"
"DatetimeIndex(['2024-01-08 21:00:00', '2024-01-08 22:00:00',
               '2024-01-08 23:00:00', '2024-01-09 00:00:00',
               '2024-01-09 01:00:00', '2024-01-09 02:00:00',
               '2024-01-09 03:00:00', '2024-01-09 04:00:00',
               '2024-01-09 05:00:00', '2024-01-09 06:00:00',
               '2024-01-09 07:00:00', '2024-01-09 08:00:00',
               '2024-01-09 09:00:00', '2024-01-09 10:00:00',
               '2024-01-09 11:00:00', '2024-01-09 12:00:00',
               '2024-01-09 13:00:00', '2024-01-09 14:00:00',
               '2024-01-09 15:00:00', '2024-01-09 16:00:00',
               '2024-01-09 17:00:00', '2024-01-09 18:00:00',
               '2024-01-09 19:00:00', '2024-01-09 20:00:00'],
              dtype='datetime64[ns]', freq='h')",C3,"[124.6239212605221, 124.45185074780237, 130.07939513122574, 137.56174239602038, 138.58189262723337, 135.3729938291692, 139.78599503654664, 140.67055646625977, 127.8137248227548, 134.35476276251813, 120.73518104892776, 116.40160486835889, 117.14684998212097, 114.12816670400713, 111.45497159429902, 95.51992830240826, 90.42949083266477, 109.90134447875627, 103.32034065423267, 105.35036036429706, 110.02250675437548, 100.59784993727943, 118.05973625421925, 119.51930883278118]","已知过去24小时交通流量为：[124.6239212605221, 124.45185074780237, 130.07939513122574, 137.56174239602038, 138.58189262723337, 135.3729938291692, 139.78599503654664, 140.67055646625977, 127.8137248227548, 134.35476276251813, 120.73518104892776, 116.40160486835889, 117.14684998212097, 114.12816670400713, 111.45497159429902, 95.51992830240826, 90.42949083266477, 109.90134447875627, 103.32034065423267, 105.35036036429706, 110.02250675437548, 100.59784993727943, 118.05973625421925, 119.51930883278118]，预测未来6小时流量为：","120, 135, 128, 116, 97, 116"
"DatetimeIndex(['2024-01-08 22:00:00', '2024-01-08 23:00:00',
               '2024-01-09 00:00:00', '2024-01-09 01:00:00',
               '2024-01-09 02:00:00', '2024-01-09 03:00:00',
               '2024-01-09 04:00:00', '2024-01-09 05:00:00',
               '2024-01-09 06:00:00', '2024-01-09 07:00:00',
               '2024-01-09 08:00:00', '2024-01-09 09:00:00',
               '2024-01-09 10:00:00', '2024-01-09 11:00:00',
               '2024-01-09 12:00:00', '2024-01-09 13:00:00',
               '2024-01-09 14:00:00', '2024-01-09 15:00:00',
               '2024-01-09 16:00:00', '2024-01-09 17:00:00',
               '2024-01-09 18:00:00', '2024-01-09 19:00:00',
               '2024-01-09 20:00:00', '2024-01-09 21:00:00'],
              dtype='datetime64[ns]', freq='h')",B2,"[76.33774320682568, 100.15639255386438, 90.40445643740931, 96.33262563712543, 97.53632815817514, 100.75007746206852, 104.27613028335396, 109.68127196305713, 104.9392055038881, 95.19968614901586, 90.13206940825124, 88.46804453879587, 72.49627156602635, 75.04012858352813, 76.89415486842285, 67.75278888306458, 60.45818118472469, 55.15105710822362, 60.7577881020287, 76.22337881399267, 75.13361514642123, 68.74661048008859, 62.80618869813582, 84.81347142792802]","已知过去24小时交通流量为：[76.33774320682568, 100.15639255386438, 90.40445643740931, 96.33262563712543, 97.53632815817514, 100.75007746206852, 104.27613028335396, 109.68127196305713, 104.9392055038881, 95.19968614901586, 90.13206940825124, 88.46804453879587, 72.49627156602635, 75.04012858352813, 76.89415486842285, 67.75278888306458, 60.45818118472469, 55.15105710822362, 60.7577881020287, 76.22337881399267, 75.13361514642123, 68.74661048008859, 62.80618869813582, 84.81347142792802]，预测未来6小时流量为：","80, 96, 98, 72, 64, 84"
"DatetimeIndex(['2024-01-08 23:00:00', '2024-01-09 00:00:00',
               '2024-01-09 01:00:00', '2024-01-09 02:00:00',
               '2024-01-09 03:00:00', '2024-01-09 04:00:00',
               '2024-01-09 05:00:00', '2024-01-09 06:00:00',
               '2024-01-09 07:00:00', '2024-01-09 08:00:00',
               '2024-01-09 09:00:00', '2024-01-09 10:00:00',
               '2024-01-09 11:00:00', '2024-01-09 12:00:00',
               '2024-01-09 13:00:00', '2024-01-09 14:00:00',
               '2024-01-09 15:00:00', '2024-01-09 16:00:00',
               '2024-01-09 17:00:00', '2024-01-09 18:00:00',
               '2024-01-09 19:00:00', '2024-01-09 20:00:00',
               '2024-01-09 21:00:00', '2024-01-09 22:00:00'],
              dtype='datetime64[ns]', freq='h')",A1,"[85.6299844779956, 101.44139860328298, 110.16530649698632, 113.85574318773858, 104.86704848372861, 108.38493652324136, 109.27562023527808, 115.96677340105055, 115.88702718588107, 104.47227523573876, 104.14371108405999, 91.9791036537668, 93.31849866386072, 85.72334933293288, 83.18158021439179, 69.90444118660642, 75.7102907450221, 78.84964248939056, 80.37349469599923, 76.35196818596806, 75.37936041699648, 82.87512461467409, 84.84222525206779, 89.16618464903925]","已知过去24小时交通流量为：[85.6299844779956, 101.44139860328298, 110.16530649698632, 113.85574318773858, 104.86704848372861, 108.38493652324136, 109.27562023527808, 115.96677340105055, 115.88702718588107, 104.47227523573876, 104.14371108405999, 91.9791036537668, 93.31849866386072, 85.72334933293288, 83.18158021439179, 69.90444118660642, 75.7102907450221, 78.84964248939056, 80.37349469599923, 76.35196818596806, 75.37936041699648, 82.87512461467409, 84.84222525206779, 89.16618464903925]，预测未来6小时流量为：","99, 119, 108, 77, 67, 96"
"DatetimeIndex(['2024-01-09 00:00:00', '2024-01-09 01:00:00',
               '2024-01-09 02:00:00', '2024-01-09 03:00:00',
               '2024-01-09 04:00:00', '2024-01-09 05:00:00',
               '2024-01-09 06:00:00', '2024-01-09 07:00:00',
               '2024-01-09 08:00:00', '2024-01-09 09:00:00',
               '2024-01-09 10:00:00', '2024-01-09 11:00:00',
               '2024-01-09 12:00:00', '2024-01-09 13:00:00',
               '2024-01-09 14:00:00', '2024-01-09 15:00:00',
               '2024-01-09 16:00:00', '2024-01-09 17:00:00',
               '2024-01-09 18:00:00', '2024-01-09 19:00:00',
               '2024-01-09 20:00:00', '2024-01-09 21:00:00',
               '2024-01-09 22:00:00', '2024-01-09 23:00:00'],
              dtype='datetime64[ns]', freq='h')",B2,"[123.17212235772313, 136.84577316833077, 125.28598209447134, 134.89117924192436, 139.0680119567179, 146.24234652968147, 131.96767973901854, 141.8886669114482, 131.8885489631678, 132.75836357023968, 140.34879304764868, 128.5763270760207, 112.3221690123898, 125.64074058211193, 109.77588245127694, 107.32662755809939, 107.14226876069694, 102.79774876737586, 99.90624363037563, 103.28457986530286, 116.31826266024727, 115.58804425838923, 112.12066666691578, 126.90300525393576]","已知过去24小时交通流量为：[123.17212235772313, 136.84577316833077, 125.28598209447134, 134.89117924192436, 139.0680119567179, 146.24234652968147, 131.96767973901854, 141.8886669114482, 131.8885489631678, 132.75836357023968, 140.34879304764868, 128.5763270760207, 112.3221690123898, 125.64074058211193, 109.77588245127694, 107.32662755809939, 107.14226876069694, 102.79774876737586, 99.90624363037563, 103.28457986530286, 116.31826266024727, 115.58804425838923, 112.12066666691578, 126.90300525393576]，预测未来6小时流量为：","120, 135, 124, 115, 97, 127"
"DatetimeIndex(['2024-01-09 01:00:00', '2024-01-09 02:00:00',
               '2024-01-09 03:00:00', '2024-01-09 04:00:00',
               '2024-01-09 05:00:00', '2024-01-09 06:00:00',
               '2024-01-09 07:00:00', '2024-01-09 08:00:00',
               '2024-01-09 09:00:00', '2024-01-09 10:00:00',
               '2024-01-09 11:00:00', '2024-01-09 12:00:00',
               '2024-01-09 13:00:00', '2024-01-09 14:00:00',
               '2024-01-09 15:00:00', '2024-01-09 16:00:00',
               '2024-01-09 17:00:00', '2024-01-09 18:00:00',
               '2024-01-09 19:00:00', '2024-01-09 20:00:00',
               '2024-01-09 21:00:00', '2024-01-09 22:00:00',
               '2024-01-09 23:00:00', '2024-01-10 00:00:00'],
              dtype='datetime64[ns]', freq='h')",B2,"[70.89291252880614, 86.21185842015383, 94.39636077824773, 84.40743246284447, 91.36277923214523, 101.76735566217974, 104.32599916657112, 109.03443783270943, 104.43791769528161, 99.87805278258878, 95.77290178116965, 67.6787210552516, 72.83480318434593, 72.75945562497425, 72.56550431727909, 67.52455125666671, 66.59635047142184, 67.1412341811095, 62.79689085804788, 59.50474006760995, 68.3735717769718, 71.08204984412404, 72.48308517445791, 84.32796453653734]","已知过去24小时交通流量为：[70.89291252880614, 86.21185842015383, 94.39636077824773, 84.40743246284447, 91.36277923214523, 101.76735566217974, 104.32599916657112, 109.03443783270943, 104.43791769528161, 99.87805278258878, 95.77290178116965, 67.6787210552516, 72.83480318434593, 72.75945562497425, 72.56550431727909, 67.52455125666671, 66.59635047142184, 67.1412341811095, 62.79689085804788, 59.50474006760995, 68.3735717769718, 71.08204984412404, 72.48308517445791, 84.32796453653734]，预测未来6小时流量为：","72, 98, 94, 67, 66, 78"
"DatetimeIndex(['2024-01-09 02:00:00', '2024-01-09 03:00:00',
               '2024-01-09 04:00:00', '2024-01-09 05:00:00',
               '2024-01-09 06:00:00', '2024-01-09 07:00:00',
               '2024-01-09 08:00:00', '2024-01-09 09:00:00',
               '2024-01-09 10:00:00', '2024-01-09 11:00:00',
               '2024-01-09 12:00:00', '2024-01-09 13:00:00',
               '2024-01-09 14:00:00', '2024-01-09 15:00:00',
               '2024-01-09 16:00:00', '2024-01-09 17:00:00',
               '2024-01-09 18:00:00', '2024-01-09 19:00:00',
               '2024-01-09 20:00:00', '2024-01-09 21:00:00',
               '2024-01-09 22:00:00', '2024-01-09 23:00:00',
               '2024-01-10 00:00:00', '2024-01-10 01:00:00'],
              dtype='datetime64[ns]', freq='h')",C3,"[150.45792000685466, 147.00453560243008, 157.67474495267027, 159.95532458011792, 170.91862409835826, 174.4358103481893, 172.40167242486783, 164.74633471985004, 168.70570363592225, 176.78225271397093, 156.03576330080952, 152.86923036176677, 152.63850330242352, 138.65924374192127, 134.18913656612878, 139.34576084034413, 129.13826125510062, 127.9730412439895, 129.8652950354645, 137.99633561199974, 126.30806266873782, 143.37387430805546, 133.43659035817308, 146.52220915455263]","已知过去24小时交通流量为：[150.45792000685466, 147.00453560243008, 157.67474495267027, 159.95532458011792, 170.91862409835826, 174.4358103481893, 172.40167242486783, 164.74633471985004, 168.70570363592225, 176.78225271397093, 156.03576330080952, 152.86923036176677, 152.63850330242352, 138.65924374192127, 134.18913656612878, 139.34576084034413, 129.13826125510062, 127.9730412439895, 129.8652950354645, 137.99633561199974, 126.30806266873782, 143.37387430805546, 133.43659035817308, 146.52220915455263]，预测未来6小时流量为：","150, 156, 157, 136, 135, 153"
"DatetimeIndex(['2024-01-09 03:00:00', '2024-01-09 04:00:00',
               '2024-01-09 05:00:00', '2024-01-09 06:00:00',
               '2024-01-09 07:00:00', '2024-01-09 08:00:00',
               '2024-01-09 09:00:00', '2024-01-09 10:00:00',
               '2024-01-09 11:00:00', '2024-01-09 12:00:00',
               '2024-01-09 13:00:00', '2024-01-09 14:00:00',
               '2024-01-09 15:00:00', '2024-01-09 16:00:00',
               '2024-01-09 17:00:00', '2024-01-09 18:00:00',
               '2024-01-09 19:00:00', '2024-01-09 20:00:00',
               '2024-01-09 21:00:00', '2024-01-09 22:00:00',
               '2024-01-09 23:00:00', '2024-01-10 00:00:00',
               '2024-01-10 01:00:00', '2024-01-10 02:00:00'],
              dtype='datetime64[ns]', freq='h')",B2,"[172.96013493327936, 186.831676819392, 188.14879189237007, 194.28348072418973, 207.92987478681707, 195.37695041878106, 203.6378363661667, 188.95119712492982, 198.0489905852984, 186.31817290031432, 183.77552148367872, 187.85054518308704, 171.02523110822818, 170.5886416094657, 162.57267256534254, 164.76748249156162, 156.96455197701837, 151.33299108817937, 160.87961826204096, 162.02457024595435, 157.39708435742097, 170.0069952244213, 173.9188322699931, 172.16180919550783]","已知过去24小时交通流量为：[172.96013493327936, 186.831676819392, 188.14879189237007, 194.28348072418973, 207.92987478681707, 195.37695041878106, 203.6378363661667, 188.95119712492982, 198.0489905852984, 186.31817290031432, 183.77552148367872, 187.85054518308704, 171.02523110822818, 170.5886416094657, 162.57267256534254, 164.76748249156162, 156.96455197701837, 151.33299108817937, 160.87961826204096, 162.02457024595435, 157.39708435742097, 170.0069952244213, 173.9188322699931, 172.16180919550783]，预测未来6小时流量为：","172, 195, 203, 163, 157, 176"
"DatetimeIndex(['2024-01-09 04:00:00', '2024-01-09 05:00:00',
               '2024-01-09 06:00:00', '2024-01-09 07:00:00',
               '2024-01-09 08:00:00', '2024-01-09 09:00:00',
               '2024-01-09 10:00:00', '2024-01-09 11:00:00',
               '2024-01-09 12:00:00', '2024-01-09 13:00:00',
               '2024-01-09 14:00:00', '2024-01-09 15:00:00',
               '2024-01-09 16:00:00', '2024-01-09 17:00:00',
               '2024-01-09 18:00:00', '2024-01-09 19:00:00',
               '2024-01-09 20:00:00', '2024-01-09 21:00:00',
               '2024-01-09 22:00:00', '2024-01-09 23:00:00',
               '2024-01-10 00:00:00', '2024-01-10 01:00:00',
               '2024-01-10 02:00:00', '2024-01-10 03:00:00'],
              dtype='datetime64[ns]', freq='h')",A1,"[146.2500335087746, 145.49787538734944, 152.61052160580022, 156.00545289578315, 142.01189235708395, 166.90370106794137, 165.1445505232398, 163.8139821523978, 156.252466643207, 154.33150376620304, 146.06333532043146, 147.9810794702495, 134.60443615936794, 126.29364751566801, 122.96261890324348, 131.39515309578337, 119.59423414000595, 112.68068407008786, 119.47485991012604, 120.86075267957034, 129.42748516750882, 137.45096913335274, 127.6921593032024, 145.942043344963]","已知过去24小时交通流量为：[146.2500335087746, 145.49787538734944, 152.61052160580022, 156.00545289578315, 142.01189235708395, 166.90370106794137, 165.1445505232398, 163.8139821523978, 156.252466643207, 154.33150376620304, 146.06333532043146, 147.9810794702495, 134.60443615936794, 126.29364751566801, 122.96261890324348, 131.39515309578337, 119.59423414000595, 112.68068407008786, 119.47485991012604, 120.86075267957034, 129.42748516750882, 137.45096913335274, 127.6921593032024, 145.942043344963]，预测未来6小时流量为：","136, 166, 152, 132, 122, 141"
"DatetimeIndex(['2024-01-09 05:00:00', '2024-01-09 06:00:00',
               '2024-01-09 07:00:00', '2024-01-09 08:00:00',
               '2024-01-09 09:00:00', '2024-01-09 10:00:00',
               '2024-01-09 11:00:00', '2024-01-09 12:00:00',
               '2024-01-09 13:00:00', '2024-01-09 14:00:00',
               '2024-01-09 15:00:00', '2024-01-09 16:00:00',
               '2024-01-09 17:00:00', '2024-01-09 18:00:00',
               '2024-01-09 19:00:00', '2024-01-09 20:00:00',
               '2024-01-09 21:00:00', '2024-01-09 22:00:00',
               '2024-01-09 23:00:00', '2024-01-10 00:00:00',
               '2024-01-10 01:00:00', '2024-01-10 02:00:00',
               '2024-01-10 03:00:00', '2024-01-10 04:00:00'],
              dtype='datetime64[ns]', freq='h')",B2,"[98.15438941165674, 91.40412997412137, 93.38188945525913, 104.98310983460291, 107.32053477873744, 118.55053374625867, 111.22097269100206, 111.69042729398687, 107.80629146907238, 103.43563928912526, 96.83397422330036, 89.23991815925693, 80.15960412841271, 77.89012861054, 83.68626940717395, 74.21828591463398, 67.82640728754896, 60.10896869048991, 76.82023780439272, 73.96424711052886, 76.55937251477057, 81.58450503594383, 83.28796325158015, 100.90134226018776]","已知过去24小时交通流量为：[98.15438941165674, 91.40412997412137, 93.38188945525913, 104.98310983460291, 107.32053477873744, 118.55053374625867, 111.22097269100206, 111.69042729398687, 107.80629146907238, 103.43563928912526, 96.83397422330036, 89.23991815925693, 80.15960412841271, 77.89012861054, 83.68626940717395, 74.21828591463398, 67.82640728754896, 60.10896869048991, 76.82023780439272, 73.96424711052886, 76.55937251477057, 81.58450503594383, 83.28796325158015, 100.90134226018776]，预测未来6小时流量为：","90, 110, 104, 73, 72, 83"
"DatetimeIndex(['2024-01-09 06:00:00', '2024-01-09 07:00:00',
               '2024-01-09 08:00:00', '2024-01-09 09:00:00',
               '2024-01-09 10:00:00', '2024-01-09 11:00:00',
               '2024-01-09 12:00:00', '2024-01-09 13:00:00',
               '2024-01-09 14:00:00', '2024-01-09 15:00:00',
               '2024-01-09 16:00:00', '2024-01-09 17:00:00',
               '2024-01-09 18:00:00', '2024-01-09 19:00:00',
               '2024-01-09 20:00:00', '2024-01-09 21:00:00',
               '2024-01-09 22:00:00', '2024-01-09 23:00:00',
               '2024-01-10 00:00:00', '2024-01-10 01:00:00',
               '2024-01-10 02:00:00', '2024-01-10 03:00:00',
               '2024-01-10 04:00:00', '2024-01-10 05:00:00'],
              dtype='datetime64[ns]', freq='h')",C3,"[56.93545102182813, 62.2057578668897, 78.35153910385138, 72.58974404960868, 87.93691775599285, 90.20839670867436, 74.68790075342253, 87.35195767282542, 80.21152708863403, 75.48722015169449, 70.46002813454106, 57.21479811056182, 52.02127266363623, 52.72685557104225, 33.53086715210797, 40.41466376390615, 41.07082176557314, 44.54248539141182, 41.77250962994267, 40.924849773299, 44.476468902617384, 51.134413130003104, 57.518114404350236, 73.93253803412577]","已知过去24小时交通流量为：[56.93545102182813, 62.2057578668897, 78.35153910385138, 72.58974404960868, 87.93691775599285, 90.20839670867436, 74.68790075342253, 87.35195767282542, 80.21152708863403, 75.48722015169449, 70.46002813454106, 57.21479811056182, 52.02127266363623, 52.72685557104225, 33.53086715210797, 40.41466376390615, 41.07082176557314, 44.54248539141182, 41.77250962994267, 40.924849773299, 44.476468902617384, 51.134413130003104, 57.518114404350236, 73.93253803412577]，预测未来6小时流量为：","61, 82, 77, 54, 43, 67"
"DatetimeIndex(['2024-01-09 07:00:00', '2024-01-09 08:00:00',
               '2024-01-09 09:00:00', '2024-01-09 10:00:00',
               '2024-01-09 11:00:00', '2024-01-09 12:00:00',
               '2024-01-09 13:00:00', '2024-01-09 14:00:00',
               '2024-01-09 15:00:00', '2024-01-09 16:00:00',
               '2024-01-09 17:00:00', '2024-01-09 18:00:00',
               '2024-01-09 19:00:00', '2024-01-09 20:00:00',
               '2024-01-09 21:00:00', '2024-01-09 22:00:00',
               '2024-01-09 23:00:00', '2024-01-10 00:00:00',
               '2024-01-10 01:00:00', '2024-01-10 02:00:00',
               '2024-01-10 03:00:00', '2024-01-10 04:00:00',
               '2024-01-10 05:00:00', '2024-01-10 06:00:00'],
              dtype='datetime64[ns]', freq='h')",B2,"[92.97191304833927, 102.291584151971, 96.43618152333418, 110.73452244193419, 108.84910151959315, 114.31505232827955, 107.38546221335142, 107.61392026286367, 105.11664245107777, 112.49906660934386, 97.92758788851478, 104.6852714933575, 90.47896131985283, 81.95446707304212, 77.67780860671596, 71.72803300599317, 77.78999295870818, 76.88550995027113, 70.09798664571744, 74.8935213384114, 85.31113162872916, 95.65205531304568, 89.76291585161283, 87.41569179586035]","已知过去24小时交通流量为：[92.97191304833927, 102.291584151971, 96.43618152333418, 110.73452244193419, 108.84910151959315, 114.31505232827955, 107.38546221335142, 107.61392026286367, 105.11664245107777, 112.49906660934386, 97.92758788851478, 104.6852714933575, 90.47896131985283, 81.95446707304212, 77.67780860671596, 71.72803300599317, 77.78999295870818, 76.88550995027113, 70.09798664571744, 74.8935213384114, 85.31113162872916, 95.65205531304568, 89.76291585161283, 87.41569179586035]，预测未来6小时流量为：","91, 112, 109, 82, 78, 99"
"DatetimeIndex(['2024-01-09 08:00:00', '2024-01-09 09:00:00',
               '2024-01-09 10:00:00', '2024-01-09 11:00:00',
               '2024-01-09 12:00:00', '2024-01-09 13:00:00',
               '2024-01-09 14:00:00', '2024-01-09 15:00:00',
               '2024-01-09 16:00:00', '2024-01-09 17:00:00',
               '2024-01-09 18:00:00', '2024-01-09 19:00:00',
               '2024-01-09 20:00:00', '2024-01-09 21:00:00',
               '2024-01-09 22:00:00', '2024-01-09 23:00:00',
               '2024-01-10 00:00:00', '2024-01-10 01:00:00',
               '2024-01-10 02:00:00', '2024-01-10 03:00:00',
               '2024-01-10 04:00:00', '2024-01-10 05:00:00',
               '2024-01-10 06:00:00', '2024-01-10 07:00:00'],
              dtype='datetime64[ns]', freq='h')",B2,"[104.79081406993153, 110.44650538073682, 111.62659494800764, 120.47637084858141, 138.24181746462332, 128.90500371588277, 126.60306659887101, 124.21149800216232, 118.70163863965742, 117.68680199229158, 115.98600845395796, 111.39245926528854, 100.8790038283847, 91.34571482636466, 94.66415586424988, 91.98906486025786, 87.45997827181803, 79.33024454055376, 89.92212582154106, 89.21840986031401, 86.94837284127024, 86.45443302317804, 96.43312570239249, 111.84935602899908]","已知过去24小时交通流量为：[104.79081406993153, 110.44650538073682, 111.62659494800764, 120.47637084858141, 138.24181746462332, 128.90500371588277, 126.60306659887101, 124.21149800216232, 118.70163863965742, 117.68680199229158, 115.98600845395796, 111.39245926528854, 100.8790038283847, 91.34571482636466, 94.66415586424988, 91.98906486025786, 87.45997827181803, 79.33024454055376, 89.92212582154106, 89.21840986031401, 86.94837284127024, 86.45443302317804, 96.43312570239249, 111.84935602899908]，预测未来6小时流量为：","94, 122, 115, 92, 84, 95"
"DatetimeIndex(['2024-01-09 09:00:00', '2024-01-09 10:00:00',
               '2024-01-09 11:00:00', '2024-01-09 12:00:00',
               '2024-01-09 13:00:00', '2024-01-09 14:00:00',
               '2024-01-09 15:00:00', '2024-01-09 16:00:00',
               '2024-01-09 17:00:00', '2024-01-09 18:00:00',
               '2024-01-09 19:00:00', '2024-01-09 20:00:00',
               '2024-01-09 21:00:00', '2024-01-09 22:00:00',
               '2024-01-09 23:00:00', '2024-01-10 00:00:00',
               '2024-01-10 01:00:00', '2024-01-10 02:00:00',
               '2024-01-10 03:00:00', '2024-01-10 04:00:00',
               '2024-01-10 05:00:00', '2024-01-10 06:00:00',
               '2024-01-10 07:00:00', '2024-01-10 08:00:00'],
              dtype='datetime64[ns]', freq='h')",B2,"[182.19822218067628, 186.73136585956817, 190.67860947559376, 195.01058196857136, 199.39179962254602, 193.70831422251197, 195.6548334377303, 204.74142440353603, 194.2971219133648, 194.4664218866121, 186.50924054161757, 187.6595547162759, 178.08452138096604, 172.07151926854007, 162.97518275769394, 168.0624690337669, 166.02580714282863, 157.47313007520876, 160.74589960328936, 163.3021136228802, 158.0515038709589, 170.68365947683859, 176.6761415288917, 185.63652338489746]","已知过去24小时交通流量为：[182.19822218067628, 186.73136585956817, 190.67860947559376, 195.01058196857136, 199.39179962254602, 193.70831422251197, 195.6548334377303, 204.74142440353603, 194.2971219133648, 194.4664218866121, 186.50924054161757, 187.6595547162759, 178.08452138096604, 172.07151926854007, 162.97518275769394, 168.0624690337669, 166.02580714282863, 157.47313007520876, 160.74589960328936, 163.3021136228802, 158.0515038709589, 170.68365947683859, 176.6761415288917, 185.63652338489746]，预测未来6小时流量为：","180, 199, 187, 168, 163, 181"
"DatetimeIndex(['2024-01-09 10:00:00', '2024-01-09 11:00:00',
               '2024-01-09 12:00:00', '2024-01-09 13:00:00',
               '2024-01-09 14:00:00', '2024-01-09 15:00:00',
               '2024-01-09 16:00:00', '2024-01-09 17:00:00',
               '2024-01-09 18:00:00', '2024-01-09 19:00:00',
               '2024-01-09 20:00:00', '2024-01-09 21:00:00',
               '2024-01-09 22:00:00', '2024-01-09 23:00:00',
               '2024-01-10 00:00:00', '2024-01-10 01:00:00',
               '2024-01-10 02:00:00', '2024-01-10 03:00:00',
               '2024-01-10 04:00:00', '2024-01-10 05:00:00',
               '2024-01-10 06:00:00', '2024-01-10 07:00:00',
               '2024-01-10 08:00:00', '2024-01-10 09:00:00'],
              dtype='datetime64[ns]', freq='h')",A1,"[59.374411580463644, 53.93838769092255, 59.26447220091713, 65.37699603043599, 71.68946345603764, 80.00424225102115, 72.01608738796965, 77.61194226769743, 70.55687613883843, 61.32201101234338, 69.64722546322142, 56.84793044499835, 55.73104034446302, 41.00712096120132, 42.22156968419092, 31.47733011599358, 36.41684121068585, 29.580595190515176, 40.4170417442672, 44.67181483152097, 37.956677902273306, 45.43482585941306, 53.571186572806695, 53.39155147696428]","已知过去24小时交通流量为：[59.374411580463644, 53.93838769092255, 59.26447220091713, 65.37699603043599, 71.68946345603764, 80.00424225102115, 72.01608738796965, 77.61194226769743, 70.55687613883843, 61.32201101234338, 69.64722546322142, 56.84793044499835, 55.73104034446302, 41.00712096120132, 42.22156968419092, 31.47733011599358, 36.41684121068585, 29.580595190515176, 40.4170417442672, 44.67181483152097, 37.956677902273306, 45.43482585941306, 53.571186572806695, 53.39155147696428]，预测未来6小时流量为：","54, 82, 65, 45, 32, 55"
"DatetimeIndex(['2024-01-09 11:00:00', '2024-01-09 12:00:00',
               '2024-01-09 13:00:00', '2024-01-09 14:00:00',
               '2024-01-09 15:00:00', '2024-01-09 16:00:00',
               '2024-01-09 17:00:00', '2024-01-09 18:00:00',
               '2024-01-09 19:00:00', '2024-01-09 20:00:00',
               '2024-01-09 21:00:00', '2024-01-09 22:00:00',
               '2024-01-09 23:00:00', '2024-01-10 00:00:00',
               '2024-01-10 01:00:00', '2024-01-10 02:00:00',
               '2024-01-10 03:00:00', '2024-01-10 04:00:00',
               '2024-01-10 05:00:00', '2024-01-10 06:00:00',
               '2024-01-10 07:00:00', '2024-01-10 08:00:00',
               '2024-01-10 09:00:00', '2024-01-10 10:00:00'],
              dtype='datetime64[ns]', freq='h')",A1,"[166.12047374501353, 163.7352841303356, 176.2761141382833, 178.65346203833343, 186.00335087639507, 192.58065631087092, 181.26440531134742, 184.23993914224084, 182.83938688594787, 184.68904215659592, 174.8623945409523, 175.62415201512866, 168.14981889015885, 156.82305021473744, 159.91802263048294, 154.85608054939536, 147.97152310249257, 141.97655638460296, 150.0211787348996, 146.98078618944677, 155.43945576615386, 161.99010773035954, 161.26585531105027, 169.15361594313927]","已知过去24小时交通流量为：[166.12047374501353, 163.7352841303356, 176.2761141382833, 178.65346203833343, 186.00335087639507, 192.58065631087092, 181.26440531134742, 184.23993914224084, 182.83938688594787, 184.68904215659592, 174.8623945409523, 175.62415201512866, 168.14981889015885, 156.82305021473744, 159.91802263048294, 154.85608054939536, 147.97152310249257, 141.97655638460296, 150.0211787348996, 146.98078618944677, 155.43945576615386, 161.99010773035954, 161.26585531105027, 169.15361594313927]，预测未来6小时流量为：","160, 182, 175, 159, 148, 175"
